"NCT00067886","Type 1 Diabetes with or without kidney disease and past puberty.","both","14 years","40 years"
"NCT00071448","Inclusion Criteria:#          -  Pediatric patients with Type 1 diabetes for at least one year#          -  HbA1c less than 12%#          -  Willing to administer at least 3 injections per day,#          -  Willing to perform self monitored blood glucose (SMBG) at least 4 times per day,             includes subject and/or parent/guardian, as necessary","both","6 years","18 years"
"NCT00073281","-  Patients with type 1 diabetes with stable renal allografts","both","18 years","65 years"
"NCT00095082","Inclusion Criteria:#          -  Type 1 diabetes for at least 12 months#          -  Current treatment with basal-bolus insulin regimen for more than or equal to 3 months#          -  HbA1c less than or equal to 11.0%#        Exclusion Criteria:#          -  Proliferative retinopathy or maculopathy#          -  Recurrent major hypoglycaemia#          -  Impaired hepatic or renal function#          -  Cardiac problems or uncontrolled hypertension","both","18 years",""
"NCT00095446","Inclusion Criteria:#          -  People with Type I or Type II Diabetes#          -  18 Years or Older.","both","18 years",""
"NCT00097071","Inclusion Criteria:#          -  Type 1 Diabetes","both","3 years","18 years"
"NCT00097292","Inclusion Criteria:#          -  Individuals 1 to 45 years old who have an immediate family member  with type 1             diabetes (such as a child, parent, or sibling)#          -  Individuals 1-20 years old who have an extended family member with type 1 diabetes             (such as a cousin, niece, nephew, aunt, uncle, grandparent, or half-sibling)#        Exclusion Criteria:#        To be eligible a person must not:#          -  Have diabetes already#          -  Have a previous history of being treated with insulin or oral diabetes medications.#          -  Currently be using systemic immunosuppressive agents (topical and inhaled agents are             acceptable)#          -  Have any known serious diseases","both","1 year","45 years"
"NCT00100178","Inclusion Criteria:#        Potential participants must meet the following inclusion criteria:#          -  Be within 3-months of diagnosis of type 1 diabetes based on American Diabetes             Association (ADA) criteria#          -  Be between the ages of 8 and 45 years old#          -  Must have stimulated C-peptide levels > 0.2 pmol/ml (measured during an MMTT             administered no more than one month prior to the date of randomization)#          -  Must have either detectable anti-GAD, anti-ICA512/IA-2, insulin autoantibodies             (unless received insulin therapy for 7 days or more), or islet cell autoantibodies.#        [The reason for inclusion of these enrollment criteria is to avoid inclusion of patients        with ""Type 1B diabetes mellitus"", which may not involve the immunologic criteria measured        by the assays that will be utilized.]#          -  If participant has reproductive potential, he or she must be agreeable to an             effective form of birth control (unless abstinence is the chosen method).#          -  If participant is female with reproductive potential, she must be willing to undergo             pregnancy testing and to report possible or confirmed pregnancies promptly during the             course of the MMF/DZB study.#          -  Must be willing to comply with intensive diabetes management.  The goal of management             will be an HbA1c of  7.0% for all participants, regardless of age.  Participants will             be expected to take a sufficient number of daily insulin shots to meet this goal.             Alternatively, participants can use insulin pump therapy.  Participants will also be             expected to test their blood sugar at least 3-4 times per day.  There will be a             Certified Diabetes Educator working with study participants to achieve these goals.#        Exclusion Criteria:#        Potential participants must not meet any of the following exclusion criteria:#          -  Have any complicating medical issues that would interfere with blood drawing or             monitoring.#          -  Have a Body Mass Index (BMI) that is greater than the 95th percentile for age and             gender.#          -  Have serologic evidence of HIV infection.#          -  Have serologic evidence of Hepatitis B infection.#          -  Have serologic evidence of Hepatitis C infection.#          -  Have abnormal liver function tests.#          -  Have a history of leukopenia and/or neutropenia.#          -  Have a history of chronic peptic ulcer disease, erosive esophagitis, chronic             inflammatory bowel disease and/or chronic colonic disease.#          -  Have a positive PPD test result.#          -  Have had any live vaccinations in the preceding 6 weeks (e.g. MMR-second dose, live             flu vaccine, varicella vaccine, live polio vaccine, yellow fever vaccine).#          -  Resides outside reasonable geographical proximity to the clinic (i.e., residence             outside the state in which the Investigator and study reside, residence outside an             immediately neighboring state, or residence outside an area that the Investigator             considers reasonable). It is left to the Investigator's discretion to decide if a             patient's geographical residence is prohibitive to complete study participation.#          -  Require chronic use of steroids or other immunosuppressive agents for other             conditions.#          -  Be currently pregnant or 3 months postpartum.#          -  Be currently nursing or within 6 weeks of having completed nursing.#          -  Anticipate getting pregnant, or fathering a child, during the study.","both","8 years","45 years"
"NCT00105352","-  Informed consent obtained from participants (over 12 years of age) and parents (for             participants below 18 years of age).  Assent is obtained from younger children.#          -  Age 8 - 35 years at the time of inclusion#          -  Body weight > 30 kg#          -  Type 1 diabetes defined by: ADA (American Diabetes Association) criteria or judgment             of physician#          -  Duration of diabetes: 1 month to 3* years (*The TrialNet Coordinating Center will             monitor fasting C-peptide levels as they are reported to ensure that a wide range of             values is included.  This review may result in widening the duration of diabetes             window to allow for subjects with low C-peptide).#          -  Must maintain good glycemic control#          -  Be willing to travel to a TrialNet Clinical Center for a minimum of four separate             visits that are spaced 3-10 days apart, and be willing to complete the study within a             six week period.#        Exclusion Criteria:#          -  Actual treatment with drugs influencing beta cell function (e.g. oral hypoglycaemic             agents, beta-2-receptor agonists)#          -  Actual treatment with drugs influencing insulin sensitivity (e.g. steroids)#          -  Significant concomitant disease likely to interfere with glucose metabolism (e.g.             febrile illness within the prior 3 days)#          -  Expected poor compliance#          -  If a female of child-bearing age, currently pregnant or not using a form of birth             control#          -  Any other condition that by the judgement of the investigator may be potentially             harmful to the patients","both","8 years","35 years"
"NCT00107107","Inclusion Criteria:#          -  The subject has completed the full dosing period in Protocol 137-150.","both","18 years",""
"NCT00108004","Inclusion Criteria:#          -  The subject has a clinical diagnosis of type 1 diabetes mellitus requiring treatment             with insulin for a minimum of 6 months at Screening; -OR- The subject has a clinical             diagnosis of type 2 diabetes requiring treatment with insulin with or without oral             antidiabetic agents for a minimum of 6 months at Screening.#          -  The subject has a HbA1c of 7.0% to 11.0% at Screening.","both","18 years",""
"NCT00109434","Inclusion Criteria:#          -  Clinical diagnosis of type 1 diabetes for at least 18 months#          -  HbA1c <10.0% as measured by the DCA2000.#          -  Age 10.0 to <18.0 years#          -  Weight >36.0 kg#          -  BMI (body mass index) >5th and <95th percentiles for age/gender#          -  Stable insulin regimen for at least 1 month and not anticipating a change prior to             the subject's completion of the study#          -  Insulin regimen involves either use of an insulin pump or Lantus (with short-acting             insulin)#          -  NPH or Lente, if part of the insulin regimen, is given only in the morning before             breakfast#          -  Normal hematocrit (within normal limits of local laboratory)#          -  Normal thyroid function (measured within the previous year)#          -  Parent/guardian and subject understand the study protocol and agree to comply with it#          -  Informed Consent Form signed by the parent/guardian and Child Assent Form signed#        Exclusion Criteria:#          -  Insulin regimen includes Ultralente/Lente or NPH at times other than the morning             before breakfast#          -  A recent injury to body or limb, Addison's disease, muscular disorder, use of any             medication or other significant medical disorder if that injury, medication or             disease in the judgment of the investigator will affect the completion of the             exercise protocol#          -  Asthma which has been medically treated within the last year#          -  Current use of glucocorticoid medication (by any route of administration)#          -  Current use of a beta blocker medication#          -  Use of pseudoephedrine 48 hours prior to CRC admission (if used in the 48 hours prior             to the scheduled second admission, the admission will be deferred)#          -  Severe hypoglycemia resulting in seizure or loss of consciousness in the 2 weeks             prior to CRC admission (if a severe episode occurs within 2 weeks prior to the             scheduled second admission, the admission will be deferred)#          -  Active infection (if at the time of the planned second admission an infection is             present, the admission will be deferred)#          -  Anticipating a significant change in exercise regimen between admissions (i.e.             starting or stopping an organized sport)","both","10 years","17 years"
"NCT00117026","Inclusion Criteria:#          -  Type 1 diabetes (of at least 15 years duration) as assessed by medical history.#        Exclusion Criteria:#          -  Macroalbuminuria#          -  Symptomatic gastroparesis. Diabetic nephropathy with a creatinine clearance less than             60 cc/min.#          -  Evidence of chronic infection.#          -  History of any malignancy.#          -  Any chronic medical condition that unduly increases the risk for the potential             enrollee as judged by study investigators.#          -  Pregnancy, breastfeeding or planned pregnancy within two years.#          -  Supplementation with thiamine > 2mg per day and/or alpha-lipoic acid#          -  Chronic alcoholism/alcohol abuse.","both","18 years","60 years"
"NCT00117780","Inclusion Criteria:#          -  Type 1 diabetes for more than 1 year#          -  Subject treated by any kind of insulin regimen and whatever the number of injections#          -  HbA1c = 7.5% and = 10%#        Exclusion Criteria:#          -  Type 2 diabetes#          -  Treatment by oral anti-diabetic drugs#          -  Severe medical conditions","both","18 years","70 years"
"NCT00118937","Inclusion Criteria:#          -  HbA1c > 8.5% for more than one year prior to enrolment.#          -  Diabetes-duration > 5 years.#          -  Age at onset of diabetes < 35 years#          -  Fasting C-peptide < 300 pmol/l#          -  Age > 18 years at enrolment.#        Exclusion Criteria:#          -  Clinical or biochemical signs of kidney-, liver- or heart-failure.#          -  Other coexisting serious morbidity, which will affect the study-participation or             outcome of the study i.e. cancer.#          -  Known abuse of any medication or alcohol#          -  Hypoglycaemia unawareness.#          -  Pregnancy or planned pregnancy in the study-period.","both","18 years",""
"NCT00118976","Inclusion Criteria:#          -  Type 1 diabetes (WHO criteria)#          -  Diabetic nephropathy (2 out of 3 consecutive 24 hour urinary samples with albumin             excretion > 300 mg/24hour and diabetic retinopathy in the absence of signs of other             kidney or urinary tract disease) 27 or diabetic glomerulosclerosis verified by             biopsy.#          -  Hypertension: Blood pressure > 135 mmHg systolic and/or 85 mm Hg diastolic             repeatedly.#          -  Age from 18 to 70 years.#        Exclusion Criteria:#          -  Age < 18 years or > 70 years.#          -  Pregnancy or fertile women not using adequate anticonceptive (intrauterine device,             sterilization, or oral anticonceptive)#          -  Malignant hypertension.#          -  Blood pressure > 180/105 mm Hg#          -  Known renal artery stenosis#          -  GFR < 30 ml/min/1.73 m²#          -  Serum potassium > 4.8 mmol/ l#          -  Heart failure, myocardial infarction, unstable angina or coronary bypass operation             within the previous three months.#          -  Abuse of drugs or alcohol.#          -  Not able to understand the written information.#          -  Known intolerance to ACE inhibitors.#          -  Chronic use of  non steroid inflammatory drugs or aspirin (above 1 g/day)","both","18 years","70 years"
"NCT00119041","Inclusion Criteria:#        1) Current prescription of insulin or an oral hypoglycemic agent;  2) A1c > 7.0%; or 3)        fasting glucose levels > 130 mg/dl; and 4) referred to see a consultant and are seen        during the active intervention phase. Patients with either Type I or Type II DM will be        included.#        Exclusion Criteria:#        1) primary care obtained at more than one site (based on stop codes with evidence of more        than 1 CBOC involved in care during the last 6 months), and 2) documented dementia,        aphasia, and psychosis.","both","18 years",""
"NCT00127634","Inclusion Criteria:#          -  Type 1 diabetes#          -  Non smoker#          -  Normal lung function#        Exclusion Criteria:#          -  Significant pulmonary, hepatic, or renal disease#          -  Severe congestive heart failure#          -  Active malignancy#          -  Systemic glucocorticoid therapy","both","18 years",""
"NCT00129259","Inclusion Criteria:#          -  Diagnosis of type 1 diabetes (according to American Diabetes Association [ADA]             criteria) within the 8 weeks prior to study entry#          -  Weigh at least 25 kg (55 lbs)#          -  Insulin autoantibodies assessed within 10 days of any insulin use OR anti-glutamic             acid decarboxylase (GAD) autoantibodies OR anti-ICA512/IA-2 autoantibodies#          -  Parent or guardian willing to provide informed consent, if applicable#        Exclusion Criteria:#          -  Prior participation in a clinical trial that could potentially affect diabetes             condition or immunologic status#          -  Participation in another investigational clinical trial within the 6 weeks prior to             study entry#          -  Pregnancy or breastfeeding","both","8 years","30 years"
"NCT00130481","Inclusion Criteria:#          -  Type 1 Diabetes Mellitus (T1DM) or Type 2 Diabetes Mellitus (T2DM) for more than 1             year#          -  Age 10-18 years.#        Exclusion Criteria:#          -  Cardiovascular disease (CVD)#          -  Liver disease#          -  Pregnancy#          -  Use of cholesterol or triglyceride lowering drugs#          -  Perceived inability to comply with the study protocol#          -  Endocrinopathy other than diabetes","both","10 years","18 years"
"NCT00131755","Inclusion Criteria:#          -  Type 1 diabetes no longer than three months#          -  Positive antibodies against GAD or IA2#          -  Age between 18-40 years#          -  C-peptide >0.2 nmol/l#        Exclusion Criteria:#          -  Drug or alcohol abuse#          -  Severe concomitant disease#          -  Pregnancy","both","18 years","40 years"
"NCT00133809","Inclusion Criteria:#          -  Type 1 diabetes mellitus diagnosed > 5 years previously#          -  Body mass index less than or equal to 26#          -  18 to 65 years of age#          -  Compliance with an optimized diabetic management plan as assessed by an Emory             University endocrinologist#          -  Checking and recording blood sugars at least 3 times per day#          -  Intensive insulin therapy (injecting insulin at least 3 times a day or using an             insulin pump)#          -  Severe hypoglycemia and/or hyperglycemia. Severe hypoglycemia is defined by: episodes             requiring assistance by others and/or hypoglycemic unawareness (the inability to             recognize blood glucose < 54 mg/dL). Severe hyperglycemia is defined by: two episodes             of ketoacidosis requiring hospitalization within the past year.#        Exclusion Criteria:#          -  Renal dysfunction#          -  Severe co-existing cardiac disease, characterized by any one of these conditions:             recent myocardial infarction (within past six months); angiographic evidence of             non-correctable coronary artery disease; or evidence of ischemia on a dobutamine             stress echocardiogram.#          -  Current bacterial or fungal infection#          -  Macroproteinuria#          -  Baseline hemoglobin < 11.4 gm/dL in women; < 12.9 gm/dL in men.#          -  Hyperlipidemia#          -  Positive tests for human immunodeficiency virus (HIV), or hepatitis B or C#          -  Negative antibody test for varicella zoster virus (subjects may be reconsidered if             they receive the vaccination and convert to a positive antibody)#          -  History of malignancy (except squamous or basal cell skin carcinoma)#          -  Previous/concurrent organ transplantation#          -  Presence of HLA panel reactive antibodies > 20%#          -  Active peptic ulcer disease#          -  Evidence of gallbladder disease including cholecystitis and cholelithiasis#          -  Evidence of liver disease including hepatic neoplasm, portal hypertension, or             persistently abnormal liver function tests.#          -  Persistent coagulopathy or current use of anticoagulants (not including aspirin)#          -  Sickle cell anemia#          -  Positive pregnancy test, intent for future pregnancy, failure to follow effective             contraceptive measures, or presently breastfeeding#          -  Active alcohol or substance abuse.  This includes smoking (must be abstinent for six             months).  Active alcohol abuse should be considered using the current National             Institute on Alcohol Abuse and Alcoholism (NIAAA) definitions.#          -  Psychiatric disorder making the subject not a suitable candidate for transplantation#          -  Current use of systemic steroid medications#          -  Evidence of insulin resistance (insulin requirement > 1.2 units/kg/day)#          -  Inability to provide informed consent#          -  Any condition or any circumstance that makes it unsafe to undergo an islet transplant","both","18 years","65 years"
"NCT00135915","Inclusion Criteria:#          -  Type 1 diabetes for > 5 years#          -  Use of multiple daily injections of a basal insulin and a rapid acting component#          -  Regular consumption of modest amounts of alcohol#        Exclusion Criteria:#          -  Type 2 diabetes#          -  Type I diabetes < 5 years#          -  Excessive alcohol consumption#          -  Unstable diabetes","both","18 years",""
"NCT00137046","Inclusion Criteria:#          -  Type 1 diabetes mellitus#        Exclusion Criteria:#          -  severe asthma or COPD#          -  smoking#          -  brittle diabetes","both","18 years","65 years"
"NCT00140543","Inclusion Criteria:#          1. Male or female patients, of 18 to 55 years of age, with end-stage,             C-peptide-negative,  Type 1-diabetic nephropathy.#          2. Female patients of childbearing age must have a negative pregnancy test and must             agree  to maintain effective birth control practice throughout the study period (3             years).#          3. Patient must have signed the Patient Informed Consent Form.#          4. Patient must receive a primary simultaneous pancreas/kidney (SPK) cadaveric             transplant, with either intestinal or bladder and either portal or systemic venous             drainages.#        Exclusion Criteria:#          1. Patient is pregnant or breastfeeding.#          2. Patient is allergic or intolerant to Mycophenolate Mofetil, Sirolimus, Tacrolimus or             other macrolides, or any compounds structurally related to these compounds.#          3. Patient has a positive T-cell crossmatch on the most recent serum specimen.#          4. Patient is known for active liver disease or has significant liver disease, defined             by  ASAT and ALAT serum levels greater than 3 times the upper limit of normal.#          5. Patient has malignancy or history of malignancy, with the exception of adequately             treated localised squamous cell or basal cell carcinoma, without recurrence.#          6. Patient has been included in another clinical trial protocol for any investigational             drug  within 4 weeks prior to randomisation.#          7. Patient has any form of substance abuse, psychiatric disorder or condition, which, in             the  opinion of the investigator, may invalidate communication.#          8. Patient receives a SPK transplant from a living donor, or receives segmental             pancreatic  transplant, or a previous kidney transplant alone.#          9. Pancreatic duct occlusion technique .#         10. Donor is older than 55 years of age.#             -","both","18 years","55 years"
"NCT00141986","Inclusion Criteria:#          -  HLA genotypes that increase risk of type 1 diabetes:  heterozygous for DRB1*03,             DQA1*0501, DQB1*0201 / DRB1*04, DQA1*03011, DQB1*0302 (DRB1*04 ≠ *0403 or related             alleles), or  homozygous for DRB1*03, DQA1*0501, DQB1*0201, or homozygous for             DRB1*04, DQA1*03011, DQB1*0302 (DRB1*04 ≠ *0403 or related alleles).#        Exclusion Criteria:#          -  Premature, low birthweight, or major congenital malformations or serious chronic             disease","both","","4 weeks"
"NCT00142922","Inclusion Criteria:#        For Patients With Type 1 Diabetes#          -  Aged 18-65#          -  Presence of type 1 diabetes mellitus.#          -  2-25 year duration.#        For Patients With Type 2 Diabetes#          -  Aged 25-65 years#          -  presence of type 2 diabetes mellitus.#          -  2 years since initial diagnosis.#        Exclusion Criteria:#          -  Renal disease, microalbumin >300 ug/mg)#          -  Severe peripheral diabetic neuropathy and/or severe peripheral vascular disease#          -  Symptomatic severe autonomic neuropathy who may be at risk when increasing activity             levels.#          -  Women who are currently pregnant#          -  proliferative diabetic retinopathy based on dilated eye examination within one year             of study entry.  Patients whose eye disease is successfully treated will be included.#          -  HbA1c  levels less than 7.0% (normal range 4.0 - 6.0%).#          -  HbA1c  levels greater than 14.0%#          -  patients who underwent intensive insulin treatment within one year#          -  a history of severe, unstable myocardial infarction, congestive heart failure or             other severe cardiac disease, severe hypertension (systolic more than 160 mmHg or             diastolic 90 mmHg) who may be at risk when mildly increasing physical activity#          -  a DSMIV diagnosis of eating disorders including anorexia nervosa, bulimia, and severe             weight-related insulin omission.#          -  Patients with recent diagnosis (past 6 months) of bipolar disorder, schizophrenia,             mental retardation, organic mental disorder, and alcohol or drug abuse#          -  Patients whose diabetes diagnosed cannot be clearly classified as type 1 or type 2.","both","18 years","75 years"
"NCT00143104","Inclusion Criteria:#          -  Type 1 Diabetes Mellitus#          -  Normal lung function#        Exclusion Criteria:#          -  Smokers","both","18 years","55 years"
